New data 
chr2L	71263	75020
chr2L	119449	122862
chr2L	127535	130480
chr2L	130930	133104
chr2L	135853	138349
chr2L	157726	163189
chr2L	163752	169221
chr2L	477814	489173
chr2L	493185	495811
chr2L	1642476	1645779
chr2L	1969651	1975218
chr2L	2202178	2204475
chr2L	3533084	3535602
chr2L	3537978	3541215
chr2L	3661474	3663529
chr2L	3824434	3826705
chr2L	3834362	3837892
chr2L	4690116	4691036
chr2L	5289230	5296280
chr2L	5402555	5405028
chr2L	5420632	5422921
chr2L	5460140	5462603
chr2L	6816538	6818686
chr2L	6820732	6822991
chr2L	6832570	6834987
chr2L	7305835	7308251
chr2L	8699201	8701022
chr2L	8701445	8703839
chr2L	8824202	8826883
chr2L	11218547	11220657
chr2L	11357619	11359926
chr2L	11444569	11448598
chr2L	12001435	12008729
chr2L	12009029	12013532
chr2L	12585849	12588464
chr2L	12616815	12619753
chr2L	12654886	12658628
chr2L	13040435	13042356
chr2L	13066620	13076071
chr2L	13081857	13084273
chr2L	13098914	13100166
chr2L	14408646	14411266
chr2L	14489316	14491879
chr2L	14580267	14582035
chr2L	15332793	15334869
chr2L	15338607	15340822
chr2L	16267236	16272760
chr2L	16421730	16424065
chr2L	16484791	16488738
chr2L	18794897	18797606
chr2L	18935258	18937404
chr2L	20174058	20176424
chr2L	20769429	20771965
chr2L	20782183	20784321
chr2R	1612434	1615791
chr2R	1631921	1633964
chr2R	3305068	3307981
chr2R	3905413	3907675
chr2R	3910955	3913126
chr2R	3916098	3919919
chr2R	3938062	3939947
chr2R	4518385	4521295
chr2R	5430487	5432961
chr2R	5437096	5444664
chr2R	5451562	5454560
chr2R	6100762	6102485
chr2R	6415038	6420168
chr2R	6420525	6423692
chr2R	6440824	6442518
chr2R	7356108	7358180
chr2R	7361817	7364278
chr2R	7414385	7418240
chr2R	8770804	8773390
chr2R	8790783	8793183
chr2R	8866082	8874592
chr2R	8882584	8887364
chr2R	8921571	8924173
chr2R	8925369	8928228
chr2R	8928592	8931928
chr2R	10343402	10346984
chr2R	10685580	10688208
chr2R	11747874	11751874
chr2R	11804843	11806855
chr2R	13708774	13711233
chr2R	14415255	14420386
chr2R	15140566	15142923
chr2R	16789970	16792345
chr2R	18128461	18134010
chr2R	18929503	18931749
chr2R	18932947	18934731
chr2R	19507836	19510225
chr2R	19518738	19521143
chr2R	19863745	19870354
chr2R	20700272	20703420
chr2R	20938974	20941121
chr2R	20948189	20950565
chr2R	21101964	21103707
chr3L	326871	329040
chr3L	376346	379462
chr3L	431603	433937
chr3L	624895	636508
chr3L	638356	642672
chr3L	646119	650423
chr3L	1100096	1103951
chr3L	1176239	1179897
chr3L	3431569	3435641
chr3L	6781952	6784310
chr3L	6896101	6898782
chr3L	6981057	6983709
chr3L	7940074	7942321
chr3L	8683686	8686876
chr3L	8997234	8999027
chr3L	9011395	9013707
chr3L	9033730	9034730
chr3L	9087151	9089100
chr3L	9089712	9090940
chr3L	10317274	10319487
chr3L	10521126	10522545
chr3L	10689852	10692395
chr3L	10780983	10782734
chr3L	11001139	11004992
chr3L	11253016	11256387
chr3L	11256478	11257969
chr3L	11484635	11487770
chr3L	12426509	12428911
chr3L	12460061	12462426
chr3L	12572501	12574704
chr3L	12601440	12603758
chr3L	12645265	12647630
chr3L	12682648	12687777
chr3L	13993818	14001110
chr3L	14123588	14127215
chr3L	14169625	14172046
chr3L	14571081	14573319
chr3L	14591778	14594870
chr3L	16035710	16041145
chr3L	17908637	17912443
chr3L	17949659	17952663
chr3L	19655654	19658882
chr3L	19675631	19676966
chr3L	19887546	19891477
chr3L	19891577	19894685
chr3L	19895256	19904509
chr3L	20612936	20616228
chr3L	20687645	20689714
chr3L	21468568	21470957
chr3L	21471679	21474120
chr3L	21590787	21592650
chr3L	21800989	21802119
chr3LHet	206298	208153
chr3R	658677	662321
chr3R	677079	679603
chr3R	911534	914866
chr3R	2503231	2505498
chr3R	2508059	2510259
chr3R	2566971	2568592
chr3R	2616222	2618507
chr3R	2673250	2676821
chr3R	2717936	2720202
chr3R	2737156	2739856
chr3R	2748091	2750003
chr3R	2755206	2757433
chr3R	2824052	2827949
chr3R	2862028	2864475
chr3R	4001100	4002478
chr3R	4006106	4008725
chr3R	4015656	4017932
chr3R	4158496	4161339
chr3R	5702150	5704717
chr3R	5904031	5911594
chr3R	5911895	5916416
chr3R	5918088	5921062
chr3R	6215578	6222360
chr3R	6360583	6362763
chr3R	6439002	6444048
chr3R	6447465	6448637
chr3R	6489775	6491950
chr3R	7177328	7180649
chr3R	8069186	8071429
chr3R	8103733	8107934
chr3R	8835731	8840104
chr3R	8840848	8846085
chr3R	8888751	8892096
chr3R	9699661	9704215
chr3R	9726283	9728649
chr3R	10512292	10517122
chr3R	10562642	10568520
chr3R	11849105	11853110
chr3R	12228227	12230745
chr3R	12238645	12240735
chr3R	12527596	12530805
chr3R	12588472	12591149
chr3R	12636728	12638602
chr3R	12654677	12657085
chr3R	12671996	12674172
chr3R	12682229	12684705
chr3R	12694072	12696423
chr3R	12707165	12709511
chr3R	12723896	12726591
chr3R	12746179	12747183
chr3R	12758786	12761321
chr3R	12773349	12775686
chr3R	12783378	12784625
chr3R	12794229	12797110
chr3R	13382431	13384347
chr3R	13946323	13948816
chr3R	17201001	17205727
chr3R	17258912	17261244
chr3R	17270955	17273464
chr3R	17324224	17326362
chr3R	17386372	17388424
chr3R	19025830	19028069
chr3R	19166665	19168615
chr3R	20905220	20907484
chr3R	24371931	24374175
chr3R	25380884	25383238
chr3R	25515872	25518969
chr3R	25589092	25592674
chr3R	25596541	25601630
chr3R	25606107	25610271
chr3R	26132665	26135763
chr3R	26605728	26609896
chr3R	26733949	26736051
chr3R	26737114	26739563
chr4	521058	530500
chr4	1117532	1119584
chrX	1926525	1927842
chrX	4304356	4307990
chrX	4316911	4322265
chrX	4489607	4492278
chrX	5486872	5489316
chrX	5905776	5908725
chrX	6745734	6758519
chrX	6759056	6764158
chrX	7097053	7100332
chrX	7942482	7944627
chrX	8517874	8520216
chrX	8543422	8547079
chrX	8569815	8572223
chrX	8650864	8653141
chrX	8698308	8702658
chrX	8780524	8782070
chrX	9198390	9201048
chrX	9585626	9589273
chrX	9622337	9624335
chrX	12620612	12623865
chrX	12625488	12634909
chrX	12634955	12639406
chrX	12639999	12651787
chrX	15961556	15963429
chrX	16033644	16036117
chrX	16038559	16045869
chrX	16109573	16112949
chrX	16265541	16268931
chrX	17239537	17240622
chrX	17661141	17663740
chrX	17682411	17685291
chrX	18205525	18208040
